brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
78477.0,for_sale,119900.0,2,1,0.17,820898.0,Windham,Connecticut,06226,1045.0,2008-12-29
106733.0,for_sale,119900.0,4,2,0.04,781227.0,Windham,Connecticut,06226,1440.0,1997-08-01
24343.0,for_sale,88000.0,1,2,,596667.0,Hartford,Connecticut,06105,1046.0,1987-11-12
41386.0,for_sale,192000.0,3,2,0.09,766846.0,Windham,Connecticut,06226,1440.0,
22611.0,for_sale,337900.0,2,3,,1425567.0,West Hartford,Connecticut,06117,2269.0,2015-09-29
41386.0,for_sale,179000.0,4,3,0.08,871401.0,Windham,Connecticut,06226,1920.0,2017-05-26
79217.0,for_sale,239900.0,6,3,0.14,842447.0,Hartford,Connecticut,06120,2880.0,2005-03-31
47597.0,for_sale,245000.0,4,2,0.28,1273015.0,Bloomfield,Connecticut,06002,1594.0,2010-05-10
41386.0,for_sale,174000.0,5,2,0.12,13341.0,Windham,Connecticut,06226,2016.0,2006-11-16
39869.0,for_sale,299000.0,6,3,0.16,1826529.0,East Hartford,Connecticut,06108,3332.0,2021-06-16
106613.0,for_sale,249900.0,9,3,0.15,430320.0,Hartford,Connecticut,06120,3585.0,2021-05-24
33503.0,for_sale,279000.0,6,2,0.27,562818.0,Manchester,Connecticut,06040,2568.0,2018-07-26
82797.0,for_sale,125100.0,3,2,0.23,918317.0,Bloomfield,Connecticut,06002,1100.0,2002-10-11
88341.0,for_sale,149900.0,2,2,,956794.0,Hartford,Connecticut,06105,1207.0,2003-12-22
63467.0,for_sale,132000.0,6,2,0.3,966441.0,Windham,Connecticut,06226,2500.0,2001-08-07
108004.0,for_sale,799900.0,,,0.27,956307.0,West Hartford,Connecticut,06119,5847.0,2007-05-25
22611.0,for_sale,224900.0,4,3,0.21,1335988.0,Hartford,Connecticut,06105,3404.0,2021-11-04
22611.0,for_sale,252000.0,3,3,0.57,1309005.0,Bloomfield,Connecticut,06002,1320.0,2016-04-18
33503.0,for_sale,110000.0,3,3,0.07,438240.0,Hartford,Connecticut,06106,1680.0,
24343.0,for_sale,339999.0,4,3,,116876.0,Windsor,Connecticut,06095,2402.0,2020-08-13
10582.0,for_sale,410000.0,2,3,,8292.0,Hartford,Connecticut,06103,2266.0,
19428.0,for_sale,259900.0,,,0.12,1284472.0,Hartford,Connecticut,06112,3493.0,2013-05-10
10580.0,for_sale,300000.0,11,5,0.08,602818.0,Windham,Connecticut,06226,2772.0,
33714.0,for_sale,380000.0,12,7,0.24,522925.0,East Hartford,Connecticut,06118,4766.0,1999-08-09
22611.0,for_sale,179900.0,2,1,0.69,763647.0,Columbia,Connecticut,06237,1008.0,2002-11-15
53365.0,for_sale,129900.0,2,2,,236845.0,Hartford,Connecticut,06114,1360.0,2004-10-05
41386.0,for_sale,105000.0,6,2,0.08,1470624.0,Windham,Connecticut,06226,1755.0,2002-06-06
105309.0,for_sale,179900.0,4,2,0.09,1451819.0,Hartford,Connecticut,06106,1920.0,2004-07-02
51868.0,for_sale,119000.0,4,2,0.18,470190.0,Hartford,Connecticut,06112,1728.0,2009-12-23
81777.0,for_sale,139900.0,3,3,0.12,296047.0,Hartford,Connecticut,06112,1445.0,1993-05-28
91213.0,for_sale,189900.0,3,3,,1088155.0,Hartford,Connecticut,06114,1532.0,2006-07-25
51868.0,for_sale,264900.0,4,2,1.6,1766408.0,Lebanon,Connecticut,06249,2192.0,2003-11-17
33714.0,for_sale,175000.0,4,1,0.15,1645362.0,Hartford,Connecticut,06112,1127.0,2019-04-24
22611.0,for_sale,219900.0,4,2,0.12,1092982.0,East Hartford,Connecticut,06108,1972.0,2021-07-21
106613.0,for_sale,210000.0,9,3,0.53,1801605.0,Hartford,Connecticut,06106,4680.0,2017-06-23
51868.0,for_sale,213000.0,5,2,0.21,159034.0,Hartford,Connecticut,06120,2332.0,2004-02-24
33714.0,for_sale,270000.0,9,4,0.19,943362.0,Hartford,Connecticut,06105,4526.0,
52829.0,for_sale,159000.0,7,3,0.15,1259891.0,Hartford,Connecticut,06120,3433.0,2018-12-11
107985.0,for_sale,199000.0,3,1,0.15,1784851.0,East Hartford,Connecticut,06118,946.0,2003-10-16
10587.0,for_sale,289900.0,5,2,0.24,1486984.0,East Hartford,Connecticut,06108,2400.0,
51868.0,for_sale,519900.0,3,3,1.53,1760335.0,Columbia,Connecticut,06237,2177.0,2020-09-22
73249.0,for_sale,329000.0,,,2.19,466213.0,West Hartford,Connecticut,06105,,
6615.0,for_sale,160000.0,3,3,0.36,881721.0,Windham,Connecticut,06226,1180.0,2010-06-07
10587.0,for_sale,125000.0,,,9.85,1645563.0,Windsor,Connecticut,06095,,
8147.0,for_sale,239900.0,3,3,0.33,185612.0,East Hartford,Connecticut,06118,2242.0,
24343.0,for_sale,299999.0,,,0.18,1227992.0,Hartford,Connecticut,06112,3922.0,2019-12-31
106613.0,for_sale,115000.0,5,3,0.16,600688.0,East Hartford,Connecticut,06108,2397.0,2007-10-17
105076.0,for_sale,170000.0,6,2,0.09,129850.0,Hartford,Connecticut,06106,2118.0,2002-07-11
106733.0,for_sale,300000.0,4,1,1.77,753385.0,Windham,Connecticut,06226,1520.0,2002-10-25
106733.0,for_sale,300000.0,3,2,0.27,757991.0,Windham,Connecticut,06226,1300.0,1998-09-28
15366.0,for_sale,175000.0,3,2,0.15,1739113.0,Hartford,Connecticut,06112,1460.0,
51868.0,for_sale,160000.0,3,2,0.12,892761.0,Hartford,Connecticut,06120,1302.0,2016-12-30
101640.0,for_sale,69900.0,2,1,,1353580.0,Hartford,Connecticut,06105,925.0,2005-09-12
15366.0,for_sale,294900.0,3,2,1.2,694864.0,Mansfield,Connecticut,06250,1600.0,
33503.0,for_sale,234900.0,3,2,0.52,131102.0,East Hartford,Connecticut,06108,1587.0,2012-10-18
5179.0,for_sale,140000.0,,,0.13,1499595.0,Hartford,Connecticut,06112,3025.0,2010-06-23
33503.0,for_sale,259000.0,5,2,0.27,812827.0,Hartford,Connecticut,06112,2488.0,2008-12-01
51868.0,for_sale,224999.0,4,3,,1511391.0,Hartford,Connecticut,06106,1584.0,2011-09-02
22611.0,for_sale,225000.0,3,2,0.17,893643.0,Manchester,Connecticut,06040,1259.0,2017-09-05
34010.0,for_sale,169900.0,4,2,0.13,312960.0,Windham,Connecticut,06226,1904.0,2003-06-30
10575.0,for_sale,295000.0,9,4,0.23,1725385.0,Hartford,Connecticut,06112,4311.0,2003-06-02
46073.0,for_sale,279899.0,9,3,0.14,1418023.0,Hartford,Connecticut,06112,3744.0,
105309.0,for_sale,299995.0,5,3,0.12,892624.0,Hartford,Connecticut,06114,2910.0,2006-06-01
92156.0,for_sale,525000.0,14,3,0.1,325495.0,Hartford,Connecticut,06114,5679.0,
79028.0,for_sale,199000.0,3,2,0.26,866348.0,Hartford,Connecticut,06120,1260.0,2020-04-28
83116.0,for_sale,214900.0,5,3,0.21,167787.0,Hartford,Connecticut,06112,2291.0,
37460.0,for_sale,209900.0,2,1,0.23,1140738.0,Windsor,Connecticut,06095,949.0,
43705.0,for_sale,475000.0,6,5,0.3,794795.0,West Hartford,Connecticut,06117,3994.0,
62923.0,for_sale,220000.0,3,3,0.2,378417.0,Manchester,Connecticut,06040,1386.0,2011-12-06
33503.0,for_sale,209900.0,3,1,0.23,1314635.0,Manchester,Connecticut,06040,1152.0,2007-08-03
10582.0,for_sale,399900.0,2,4,,1308419.0,West Hartford,Connecticut,06119,1533.0,
108004.0,for_sale,1250000.0,3,3,8.24,483791.0,Bloomfield,Connecticut,06002,2126.0,
72717.0,for_sale,229000.0,4,2,0.4,1762189.0,Hartford,Connecticut,06120,1920.0,
103641.0,for_sale,250000.0,6,3,0.16,1297050.0,Hartford,Connecticut,06112,3404.0,2017-09-18
104256.0,for_sale,300000.0,6,,0.1,252478.0,Coventry,Connecticut,06238,3652.0,1988-09-02
47673.0,for_sale,245000.0,9,,0.1,130982.0,Hartford,Connecticut,06106,3891.0,2017-06-08
51868.0,for_sale,382000.0,3,2,,1417492.0,Tolland,Connecticut,06084,1478.0,
100257.0,for_sale,429900.0,2,2,,1801677.0,Coventry,Connecticut,06238,1648.0,
10555.0,for_sale,159000.0,4,2,0.12,1759172.0,Windham,Connecticut,06226,1260.0,2006-02-23
27183.0,for_sale,139900.0,,,0.17,901104.0,Hartford,Connecticut,06112,3888.0,2006-03-15
82797.0,for_sale,127200.0,3,2,0.13,590843.0,Hartford,Connecticut,06112,1584.0,
105309.0,for_sale,200000.0,3,2,0.18,423203.0,East Hartford,Connecticut,06118,1919.0,1995-05-16
33714.0,for_sale,359000.0,7,4,3.75,1676677.0,Windsor,Connecticut,06095,1680.0,
33503.0,for_sale,155000.0,3,1,0.17,1354535.0,East Hartford,Connecticut,06108,1372.0,2007-10-23
84314.0,for_sale,320000.0,,,0.15,1801316.0,Hartford,Connecticut,06114,3120.0,2021-09-27
104449.0,for_sale,170000.0,3,2,0.2,347334.0,East Hartford,Connecticut,06118,1416.0,2013-05-03
30125.0,for_sale,219900.0,2,2,2.29,883677.0,Coventry,Connecticut,06238,896.0,2006-11-20
108004.0,for_sale,184900.0,3,3,0.08,92385.0,Hartford,Connecticut,06106,1408.0,2017-08-29
51868.0,for_sale,175000.0,3,1,0.29,1310028.0,East Hartford,Connecticut,06118,960.0,2019-06-07
51868.0,for_sale,270000.0,3,3,0.44,524031.0,East Hartford,Connecticut,06118,1436.0,2018-08-23
3357.0,for_sale,195000.0,3,2,0.21,1054001.0,East Hartford,Connecticut,06108,1354.0,1991-02-15
77236.0,for_sale,250000.0,3,2,0.17,237183.0,West Hartford,Connecticut,06119,1472.0,
51868.0,for_sale,565000.0,5,4,0.3,1121309.0,West Hartford,Connecticut,06119,2817.0,1999-11-26
33503.0,for_sale,274900.0,3,3,0.27,95499.0,East Hartford,Connecticut,06118,1141.0,
106733.0,for_sale,230000.0,5,2,0.33,881708.0,Windham,Connecticut,06226,2262.0,2016-11-07
107951.0,for_sale,225000.0,2,2,,1104932.0,Hartford,Connecticut,06106,1231.0,2018-12-17
22611.0,for_sale,299900.0,6,3,0.28,870679.0,East Hartford,Connecticut,06108,3133.0,2019-07-19
24343.0,for_sale,269999.0,,,0.11,847620.0,Hartford,Connecticut,06112,3266.0,2021-09-08
10575.0,for_sale,225000.0,2,2,,8291.0,Hartford,Connecticut,06103,1133.0,2020-12-07
47251.0,for_sale,160000.0,3,2,0.17,766222.0,Hartford,Connecticut,06112,1287.0,2012-09-06
41386.0,for_sale,199900.0,3,2,0.28,887406.0,Windham,Connecticut,06226,1200.0,2021-01-07
22611.0,for_sale,359900.0,4,3,0.79,956692.0,West Hartford,Connecticut,06117,2079.0,2012-05-22
34294.0,for_sale,274900.0,3,3,,1499682.0,Mansfield,Connecticut,06250,1588.0,2019-11-05
33503.0,for_sale,215000.0,3,2,0.26,1229557.0,East Hartford,Connecticut,06108,1030.0,2022-01-25
100281.0,for_sale,209000.0,3,2,0.23,491143.0,East Hartford,Connecticut,06108,1030.0,
15366.0,for_sale,237000.0,8,3,0.18,13241.0,Windham,Connecticut,06226,2521.0,
22611.0,for_sale,249900.0,3,2,0.14,1745256.0,Hartford,Connecticut,06105,2950.0,
104256.0,for_sale,347900.0,6,3,0.09,1620060.0,Hartford,Connecticut,06106,3789.0,2014-10-21
19427.0,for_sale,264900.0,5,2,1.33,1212257.0,Windham,Connecticut,06226,2357.0,2006-07-18
33503.0,for_sale,79900.0,1,1,,956792.0,Hartford,Connecticut,06105,861.0,2015-07-15
22611.0,for_sale,295000.0,7,4,0.09,602305.0,Hartford,Connecticut,06106,2590.0,
13105.0,for_sale,209900.0,3,2,0.22,1253785.0,East Hartford,Connecticut,06118,1196.0,
22611.0,for_sale,199900.0,3,1,0.26,374456.0,East Hartford,Connecticut,06108,1304.0,2008-10-01
37460.0,for_sale,229900.0,3,2,0.13,553674.0,Hartford,Connecticut,06112,1244.0,2021-09-30
104256.0,for_sale,365000.0,6,3,0.21,1382843.0,Hartford,Connecticut,06106,3423.0,2016-09-14
51868.0,for_sale,699900.0,6,5,1.14,755732.0,Hartford,Connecticut,06105,4660.0,2021-03-01
34009.0,for_sale,559900.0,4,4,1.52,1053369.0,Mansfield,Connecticut,06268,2669.0,2015-06-10
108004.0,for_sale,489000.0,3,2,0.46,1010159.0,Bloomfield,Connecticut,06002,1867.0,2013-02-20
3357.0,for_sale,245000.0,4,2,0.14,795561.0,Hartford,Connecticut,06112,2374.0,2001-11-05
18195.0,for_sale,139000.0,3,1,0.44,1192680.0,Windsor,Connecticut,06095,1110.0,1990-04-30
22611.0,for_sale,264500.0,7,5,0.17,427157.0,Hartford,Connecticut,06112,3632.0,2021-03-11
10582.0,for_sale,495000.0,2,4,0.28,1229053.0,West Hartford,Connecticut,06119,2442.0,2004-04-13
22611.0,for_sale,399900.0,3,2,0.14,248980.0,West Hartford,Connecticut,06107,1634.0,2022-01-10
10582.0,for_sale,499900.0,3,3,0.47,541331.0,West Hartford,Connecticut,06117,1882.0,2017-03-13
10582.0,for_sale,395000.0,3,3,,595769.0,Bloomfield,Connecticut,06002,2334.0,2014-07-17
107928.0,for_sale,249525.0,3,2,0.33,174710.0,Windsor,Connecticut,06095,1907.0,2021-10-18
10555.0,for_sale,275000.0,3,3,0.29,1395976.0,East Hartford,Connecticut,06118,1270.0,2011-08-08
22611.0,for_sale,259900.0,3,2,0.26,1121653.0,East Hartford,Connecticut,06118,1442.0,2020-11-02
74107.0,for_sale,330000.0,9,3,0.17,687004.0,Hartford,Connecticut,06120,3585.0,2005-08-19
7774.0,for_sale,349900.0,9,3,0.08,1072670.0,Hartford,Connecticut,06106,3561.0,
79217.0,for_sale,450000.0,13,3,0.24,386959.0,Hartford,Connecticut,06105,4094.0,2012-10-23
33503.0,for_sale,200000.0,3,2,0.29,1229079.0,Windsor,Connecticut,06095,1504.0,
22611.0,for_sale,230000.0,3,1,0.25,1033054.0,East Hartford,Connecticut,06118,2034.0,
33714.0,for_sale,158500.0,2,1,0.16,619828.0,East Hartford,Connecticut,06118,624.0,
106613.0,for_sale,599000.0,,5,0.18,735257.0,Hartford,Connecticut,06114,3230.0,
15366.0,for_sale,189900.0,3,2,0.09,1645467.0,Hartford,Connecticut,06106,1348.0,
22611.0,for_sale,469000.0,3,3,0.24,1085405.0,West Hartford,Connecticut,06119,1979.0,2013-12-23
105309.0,for_sale,259900.0,3,2,0.24,118237.0,Hartford,Connecticut,06112,1290.0,2021-11-17
22611.0,for_sale,279900.0,5,3,0.14,199342.0,Hartford,Connecticut,06106,2655.0,2015-06-15
22611.0,for_sale,189900.0,,,0.24,1051986.0,Hartford,Connecticut,06112,1664.0,2003-11-06
62988.0,for_sale,795000.0,3,2,16.0,117180.0,Lebanon,Connecticut,06249,1729.0,
51868.0,for_sale,459900.0,4,3,0.26,482182.0,West Hartford,Connecticut,06107,2243.0,2010-10-04
22611.0,for_sale,589900.0,6,5,0.29,116042.0,West Hartford,Connecticut,06117,3409.0,
10555.0,for_sale,397900.0,3,3,0.35,166953.0,Glastonbury,Connecticut,06033,1370.0,2017-01-24
51868.0,for_sale,360000.0,3,3,0.3,1746088.0,West Hartford,Connecticut,06117,1416.0,2010-11-15
1245.0,for_sale,189900.0,3,1,0.32,1755733.0,Windsor,Connecticut,06095,1199.0,2001-11-14
10863.0,for_sale,195000.0,4,2,0.16,1114771.0,Hartford,Connecticut,06120,1368.0,2004-11-01
106733.0,for_sale,198500.0,3,1,0.2,1745647.0,Mansfield,Connecticut,06250,912.0,2019-08-12
10582.0,for_sale,224900.0,3,2,0.15,270269.0,Windsor,Connecticut,06095,1280.0,2015-01-15
22611.0,for_sale,190000.0,2,2,,1760322.0,Glastonbury,Connecticut,06033,1152.0,
108004.0,for_sale,449900.0,4,3,0.17,522984.0,West Hartford,Connecticut,06119,2192.0,2015-06-16
37460.0,for_sale,220000.0,3,2,0.34,1122391.0,Bloomfield,Connecticut,06002,1435.0,2004-12-27
99516.0,for_sale,169900.0,2,2,0.29,1594402.0,Hartford,Connecticut,06112,1410.0,2016-06-22
15520.0,for_sale,160000.0,6,2,0.18,842617.0,Hartford,Connecticut,06112,2466.0,
33714.0,for_sale,210000.0,6,2,0.12,1212141.0,Hartford,Connecticut,06106,2112.0,2019-08-30
10585.0,for_sale,29900.0,,,0.12,481432.0,Hartford,Connecticut,06120,,
6615.0,for_sale,160000.0,3,2,0.21,1671655.0,Windham,Connecticut,06226,1132.0,2020-02-11
22611.0,for_sale,419900.0,4,3,0.17,296749.0,West Hartford,Connecticut,06119,2038.0,2006-12-12
32905.0,for_sale,234900.0,2,2,0.42,197716.0,East Hartford,Connecticut,06108,1267.0,1990-02-01
87849.0,for_sale,249900.0,6,3,0.14,1471087.0,Hartford,Connecticut,06106,4239.0,
104256.0,for_sale,339000.0,,3,0.26,1500044.0,Hartford,Connecticut,06106,3729.0,
51868.0,for_sale,285000.0,8,3,0.11,1738938.0,Hartford,Connecticut,06106,2366.0,
10587.0,for_sale,269900.0,5,2,0.41,673980.0,Windsor,Connecticut,06095,2158.0,1987-12-14
37460.0,for_sale,179900.0,3,3,,1088154.0,Hartford,Connecticut,06114,1532.0,2016-04-04
51868.0,for_sale,239900.0,3,2,0.34,174967.0,East Hartford,Connecticut,06118,1850.0,
63467.0,for_sale,179000.0,3,1,0.23,1354524.0,Windham,Connecticut,06226,950.0,1994-11-18
19427.0,for_sale,239900.0,3,1,0.28,1312252.0,East Hartford,Connecticut,06118,1338.0,2016-11-08
99783.0,for_sale,264900.0,6,3,0.11,1170415.0,Hartford,Connecticut,06120,3296.0,2011-01-28
56951.0,for_sale,249900.0,3,2,0.23,254221.0,East Hartford,Connecticut,06118,1217.0,2022-01-27
15366.0,for_sale,269925.0,4,2,0.44,468153.0,East Hartford,Connecticut,06108,2974.0,
51868.0,for_sale,249000.0,3,2,0.29,419343.0,East Hartford,Connecticut,06118,1067.0,2019-03-25
51868.0,for_sale,849900.0,4,6,0.7,34390.0,West Hartford,Connecticut,06117,5094.0,2015-07-23
10582.0,for_sale,379900.0,3,3,,1664963.0,West Hartford,Connecticut,06105,2111.0,
44350.0,for_sale,234900.0,6,,0.18,625393.0,Windham,Connecticut,06226,2061.0,2010-02-03
34053.0,for_sale,189000.0,3,2,0.12,894831.0,Windham,Connecticut,06226,1438.0,2013-09-05
86796.0,for_sale,212000.0,2,2,,1122147.0,Glastonbury,Connecticut,06033,1152.0,2019-07-01
33714.0,for_sale,260000.0,5,2,0.24,1141784.0,Bloomfield,Connecticut,06002,2896.0,1999-01-05
79028.0,for_sale,195000.0,,,0.1,331002.0,Windham,Connecticut,06226,2416.0,
86796.0,for_sale,699000.0,6,4,0.36,243768.0,West Hartford,Connecticut,06119,3146.0,1997-10-23
3357.0,for_sale,249900.0,3,2,0.27,1170414.0,East Hartford,Connecticut,06108,1556.0,
22611.0,for_sale,209900.0,6,2,0.13,1284485.0,Hartford,Connecticut,06112,2450.0,2013-07-10
11823.0,for_sale,335000.0,9,3,0.13,191691.0,Hartford,Connecticut,06106,4359.0,1993-01-15
51868.0,for_sale,289000.0,6,3,0.17,1637613.0,East Hartford,Connecticut,06108,3645.0,2011-12-07
79217.0,for_sale,364900.0,9,3,0.15,556192.0,Hartford,Connecticut,06106,3714.0,
3357.0,for_sale,199900.0,2,2,0.29,68611.0,East Hartford,Connecticut,06118,1491.0,2009-03-25
15366.0,for_sale,199000.0,3,2,0.14,1090289.0,Windham,Connecticut,06226,1781.0,2017-12-22
91793.0,for_sale,79900.0,,,0.11,349147.0,Hartford,Connecticut,06112,4080.0,
104256.0,for_sale,337900.0,6,3,0.13,1383658.0,Hartford,Connecticut,06106,3189.0,
78477.0,for_sale,495000.0,4,4,3.4,1792318.0,Lebanon,Connecticut,06249,3018.0,2017-10-20
88341.0,for_sale,259900.0,2,2,,956791.0,Hartford,Connecticut,06105,1198.0,
33503.0,for_sale,274900.0,3,2,0.24,847636.0,East Hartford,Connecticut,06118,1687.0,2021-11-29
81777.0,for_sale,90000.0,1,1,,955579.0,East Hartford,Connecticut,06118,800.0,2009-07-13
33714.0,for_sale,199900.0,2,1,0.22,1758455.0,Bloomfield,Connecticut,06002,1200.0,1999-10-05
90615.0,for_sale,199900.0,3,1,0.16,167841.0,East Hartford,Connecticut,06118,946.0,2001-12-03
15520.0,for_sale,265000.0,4,2,0.18,1134324.0,Hartford,Connecticut,06105,2680.0,1995-09-27
22611.0,for_sale,250000.0,6,2,0.2,289515.0,Hartford,Connecticut,06106,2800.0,1999-05-25
51868.0,for_sale,295000.0,8,4,0.29,1260122.0,Hartford,Connecticut,06106,2856.0,
37460.0,for_sale,279900.0,6,2,0.16,1032830.0,East Hartford,Connecticut,06118,2544.0,
37460.0,for_sale,299900.0,7,4,0.1,1369570.0,Hartford,Connecticut,06106,2616.0,2020-07-21
79217.0,for_sale,550000.0,,,0.12,1049003.0,Hartford,Connecticut,06114,6867.0,2002-09-26
47673.0,for_sale,1450000.0,,,0.16,419856.0,Hartford,Connecticut,06106,3978.0,1988-05-17
79217.0,for_sale,295000.0,,,0.08,198453.0,Hartford,Connecticut,06106,3168.0,2019-01-03
106733.0,for_sale,469900.0,4,4,1.65,458473.0,Mansfield,Connecticut,06250,2624.0,
33503.0,for_sale,167500.0,2,1,0.18,1354484.0,East Hartford,Connecticut,06108,1384.0,
10582.0,for_sale,185000.0,6,2,0.16,415178.0,Hartford,Connecticut,06112,3155.0,2006-11-21
105076.0,for_sale,237900.0,4,1,0.3,360695.0,East Hartford,Connecticut,06108,1900.0,2017-03-31
51868.0,for_sale,190000.0,4,1,0.28,438648.0,East Hartford,Connecticut,06108,1856.0,2010-06-01
22611.0,for_sale,850000.0,6,5,0.49,1383434.0,Hartford,Connecticut,06105,4329.0,
78477.0,for_sale,345000.0,4,3,0.6,1629236.0,Mansfield,Connecticut,06250,1425.0,2014-12-02
107950.0,for_sale,399000.0,3,2,0.14,1732925.0,West Hartford,Connecticut,06107,1944.0,1994-09-01
3357.0,for_sale,189900.0,3,1,0.21,1353651.0,East Hartford,Connecticut,06118,864.0,
10554.0,for_sale,88000.0,1,1,,956795.0,Hartford,Connecticut,06105,888.0,2014-07-31
32905.0,for_sale,369900.0,4,3,2.03,1658985.0,Mansfield,Connecticut,06268,1964.0,2003-01-28
108004.0,for_sale,599900.0,7,4,0.44,272825.0,Hartford,Connecticut,06105,4101.0,
46357.0,for_sale,195000.0,10,4,0.1,1531623.0,Windham,Connecticut,06226,2516.0,
51868.0,for_sale,129000.0,1,1,,954958.0,Glastonbury,Connecticut,06033,670.0,2015-12-01
33503.0,for_sale,320000.0,3,2,0.29,894212.0,West Hartford,Connecticut,06117,1248.0,2016-03-23
10582.0,for_sale,799900.0,5,4,0.41,1169310.0,West Hartford,Connecticut,06107,3514.0,2021-01-26
10555.0,for_sale,339900.0,3,2,0.35,419972.0,Glastonbury,Connecticut,06033,1709.0,
95102.0,for_sale,395000.0,4,3,0.33,524280.0,West Hartford,Connecticut,06117,1661.0,1996-07-31
10555.0,for_sale,650000.0,18,6,0.22,151604.0,Hartford,Connecticut,06114,6912.0,
33714.0,for_sale,269000.0,5,2,0.16,1354092.0,East Hartford,Connecticut,06118,2040.0,2005-07-07
38985.0,for_sale,279900.0,6,3,0.17,859045.0,East Hartford,Connecticut,06118,2204.0,2011-07-06
33714.0,for_sale,309900.0,9,3,0.11,584114.0,Hartford,Connecticut,06106,3861.0,2016-06-07
22611.0,for_sale,139000.0,5,2,0.17,482357.0,Hartford,Connecticut,06112,1806.0,
33503.0,for_sale,599900.0,4,4,0.48,1826191.0,West Hartford,Connecticut,06107,2365.0,2011-05-25
82797.0,for_sale,209100.0,7,3,0.15,787932.0,Hartford,Connecticut,06106,3642.0,
18195.0,for_sale,139999.0,2,1,0.22,894134.0,East Hartford,Connecticut,06118,1092.0,1988-08-15
18666.0,for_sale,250000.0,6,2,0.24,1285699.0,Hartford,Connecticut,06120,2552.0,2021-02-26
10587.0,for_sale,199900.0,3,2,1.36,388428.0,Windsor,Connecticut,06095,1152.0,
10582.0,for_sale,199900.0,2,2,0.17,1286217.0,Hartford,Connecticut,06112,1159.0,2006-06-05
91213.0,for_sale,255000.0,3,2,0.08,1192435.0,Hartford,Connecticut,06120,1836.0,2004-12-13
108004.0,for_sale,310000.0,3,2,0.4,563709.0,West Hartford,Connecticut,06117,1772.0,2019-04-30
108004.0,for_sale,495000.0,3,3,0.47,1566342.0,West Hartford,Connecticut,06117,2349.0,1995-03-20
51868.0,for_sale,192500.0,4,1,0.26,1369754.0,Windham,Connecticut,06226,1134.0,2009-09-16
7774.0,for_sale,269900.0,8,3,0.14,1105545.0,Hartford,Connecticut,06120,3139.0,2021-09-30
107931.0,for_sale,419900.0,3,2,0.4,1658991.0,West Hartford,Connecticut,06117,1816.0,2005-08-08
22611.0,for_sale,389900.0,3,2,0.2,794691.0,West Hartford,Connecticut,06117,1784.0,2003-07-09
32894.0,for_sale,239900.0,8,,0.15,436354.0,East Hartford,Connecticut,06108,2798.0,2011-06-03
51868.0,for_sale,150000.0,3,2,0.27,1804886.0,Hartford,Connecticut,06112,1188.0,2002-07-18
15366.0,for_sale,235000.0,3,2,0.26,1273289.0,Windham,Connecticut,06226,1306.0,2017-06-13
51868.0,for_sale,375000.0,3,3,0.23,436851.0,West Hartford,Connecticut,06107,1882.0,1999-07-30
51868.0,for_sale,210000.0,8,2,0.17,952812.0,Hartford,Connecticut,06112,3732.0,2010-04-13
79217.0,for_sale,309900.0,8,1,0.19,1088334.0,Hartford,Connecticut,06106,3779.0,2012-11-02
33714.0,for_sale,200000.0,3,2,0.18,1216934.0,Hartford,Connecticut,06106,1694.0,1987-10-30
30125.0,for_sale,34900.0,2,1,0.04,651920.0,East Hartford,Connecticut,06118,672.0,
51868.0,for_sale,399900.0,6,4,0.21,249506.0,Hartford,Connecticut,06105,3337.0,2018-05-17
30174.0,for_sale,85000.0,2,1,,1548486.0,Hartford,Connecticut,06114,666.0,2020-10-14
33714.0,for_sale,299000.0,3,2,1.3,1212633.0,Mansfield,Connecticut,06250,1144.0,2013-04-08
10582.0,for_sale,475000.0,4,2,0.28,92261.0,West Hartford,Connecticut,06119,2299.0,2002-11-14
33714.0,for_sale,450000.0,5,3,0.21,1521723.0,West Hartford,Connecticut,06119,2579.0,2019-04-08
104449.0,for_sale,315000.0,6,2,0.18,1395188.0,Hartford,Connecticut,06106,3264.0,
14531.0,for_sale,349900.0,6,3,0.18,440382.0,Hartford,Connecticut,06105,2508.0,1990-01-02
100305.0,for_sale,34000.0,1,1,,1759154.0,South Windsor,Connecticut,06074,390.0,
15366.0,for_sale,199900.0,3,2,0.36,1032814.0,Windsor,Connecticut,06095,1288.0,
107950.0,for_sale,319900.0,3,3,0.37,1071752.0,Glastonbury,Connecticut,06033,1346.0,
51868.0,for_sale,369900.0,4,2,0.86,433658.0,Bloomfield,Connecticut,06002,2821.0,2006-06-08
84534.0,for_sale,197000.0,2,2,,753161.0,East Hartford,Connecticut,06108,1198.0,2010-03-09
107951.0,for_sale,125000.0,3,1,0.2,386705.0,East Hartford,Connecticut,06118,1100.0,2012-10-16
10554.0,for_sale,449900.0,4,3,0.88,807721.0,West Hartford,Connecticut,06107,2660.0,1996-06-28
107951.0,for_sale,175000.0,5,2,0.17,986195.0,East Hartford,Connecticut,06118,1600.0,
10582.0,for_sale,839000.0,4,4,0.9,236629.0,West Hartford,Connecticut,06117,3323.0,2017-12-19
51868.0,for_sale,110000.0,2,2,,1370081.0,East Hartford,Connecticut,06108,830.0,2013-03-14
91398.0,for_sale,189900.0,3,2,0.13,447315.0,Hartford,Connecticut,06112,1168.0,2007-03-06
107951.0,for_sale,529900.0,4,3,0.92,1511505.0,Glastonbury,Connecticut,06033,2794.0,2012-07-30
